"","Sample.ID","Culture","Salinity","Temperature","Treatment.ID","Replicate","Day","Date","Week","Continuation","DunaAlive","DunaDead","Fluorescenc","Absorbance"
"1383","S13_24_4M_2","13","4",24,"S13_24_4M","2",11,NA,"02",0,69325.1292834661,712.049396913169,NA,NA
"1384","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",11,NA,"02",0,597031.648929556,541.176534023261,NA,NA
"1385","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",11,NA,"02",0,75277.1804811753,740.524666103124,NA,NA
"1386","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",11,NA,"02",0,254459.556863076,313.303685414577,NA,NA
"1387","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",11,NA,"02",0,76473.7589297246,541.155091122818,NA,NA
"1388","S3_24_2M_3","3","2",24,"S3_24_2M","3",11,NA,"02",0,942007.316431368,825.997405028563,NA,NA
"1389","S3_24_4M_3","3","4",24,"S3_24_4M","3",11,NA,"02",0,86641.6801882733,769.008995753905,NA,NA
"1390","S11_24_2M_3","11","2",24,"S11_24_2M","3",11,NA,"02",0,515801.998559679,341.79822092419,NA,NA
"1391","S11_24_4M_3","11","4",24,"S11_24_4M","3",11,NA,"02",0,66077.3611774843,227.852969577532,NA,NA
"1392","S13_24_2M_3","13","2",24,"S13_24_2M","3",11,NA,"02",0,614492.796389251,911.499072194689,NA,NA
"1393","S13_24_4M_3","13","4",24,"S13_24_4M","3",11,NA,"02",0,64710.3898733353,1139.26742734745,NA,NA
"1394","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",11,NA,"02",0,633009.588501409,626.629362267413,NA,NA
"1395","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",11,NA,"02",0,89168.7246085983,774.133622003908,NA,NA
"1396","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",11,NA,"02",0,630.776622124719,0,NA,NA
"1397","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",11,NA,"02",0,57.3429371880098,28.6714685940049,NA,NA
"1398","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",11,NA,"02",0,92526.783338462,286.726939381661,NA,NA
"1399","S1C_36_3.5M_1","1C","3,5",36,"S1C_36_3.5M","1",11,NA,"02",0,125405.642890502,683.564712553268,NA,NA
"1400","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",11,NA,"02",0,83806.7982077963,1290.21755708205,NA,NA
"1401","S3_36_2M_1","3","2",36,"S3_36_2M","1",11,NA,"02",0,80455.3041144217,114.690383627116,NA,NA
"1402","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",11,NA,"02",0,60611.7609041171,946.162776648942,NA,NA
"1403","S3_36_4M_1","3","4",36,"S3_36_4M","1",11,NA,"02",0,7597.97814189021,487.417465706164,NA,NA
"1404","S11_36_2M_1","11","2",36,"S11_36_2M","1",11,NA,"02",0,3845.06891980082,0,NA,NA
"1405","S11_36_3.5M_1","11","3,5",36,"S11_36_3.5M","1",11,NA,"02",0,5676.97342509566,1834.98130912183,NA,NA
"1406","S11_36_4M_1","11","4",36,"S11_36_4M","1",11,NA,"02",0,5046.19572471232,2838.48509515068,NA,NA
"1407","S13_36_2M_1","13","2",36,"S13_36_2M","1",11,NA,"02",0,82933.8598211657,1003.69470737925,NA,NA
"1408","S13_36_3.5M_1","13","3,5",36,"S13_36_3.5M","1",11,NA,"02",0,78991.5163355923,745.473475399419,NA,NA
"1409","S13_36_4M_1","13","4",36,"S13_36_4M","1",11,NA,"02",0,44801.6915804386,569.633713673727,NA,NA
"1410","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",11,NA,"02",0,214617.883846924,569.655962433773,NA,NA
"1411","Mix_36_3.5M_1","mix","3,5",36,"Mix_36_3.5M","1",11,NA,"02",0,111361.570386158,774.140679821384,NA,NA
"1412","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",11,NA,"02",0,55020.7049880057,1834.97921794287,NA,NA
"1413","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",11,NA,"02",0,172003.080355889,630.78309182023,NA,NA
"1414","S1C_36_3.5M_2","1C","3,5",36,"S1C_36_3.5M","2",11,NA,"02",0,144046.361082283,716.791207614865,NA,NA
"1415","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",11,NA,"02",0,78445.5403630627,1175.53624082075,NA,NA
"1416","S3_36_2M_2","3","2",36,"S3_36_2M","2",11,NA,"02",0,89542.8842414414,143.360365420175,NA,NA
"1417","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",11,NA,"02",0,65370.9111454818,1146.85809027161,NA,NA
"1418","S3_36_4M_2","3","4",36,"S3_36_4M","2",11,NA,"02",0,21847.7586608028,659.44678372502,NA,NA
"1419","S11_36_2M_2","11","2",36,"S11_36_2M","2",11,NA,"02",0,5183.75482019042,28.4821693417056,NA,NA
"1420","S11_36_3.5M_2","11","3,5",36,"S11_36_3.5M","2",11,NA,"02",0,5820.32139043906,2637.78112276056,NA,NA
"1421","S11_36_4M_2","11","4",36,"S11_36_4M","2",11,NA,"02",0,8202.7161908359,3275.39014564628,NA,NA
"1422","S13_36_2M_2","13","2",36,"S13_36_2M","2",11,NA,"02",0,227556.872629493,1204.3080456702,NA,NA
"1423","S13_36_3.5M_2","13","3,5",36,"S13_36_3.5M","2",11,NA,"02",0,108151.675942564,630.789202210075,NA,NA
"1424","S13_36_4M_2","13","4",36,"S13_36_4M","2",11,NA,"02",0,47564.6843250056,882.93725393723,NA,NA
"1425","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",11,NA,"02",0,82789.767112942,716.918662218064,NA,NA
"1426","Mix_36_3.5M_2","mix","3,5",36,"Mix_36_3.5M","2",11,NA,"02",0,86158.9413816883,974.843263553212,NA,NA
"1427","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",11,NA,"02",0,35495.783763662,1060.8594501256,NA,NA
"1428","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",11,NA,"02",0,41949.2508168346,430.101683016076,NA,NA
"1429","S1C_36_3.5M_3","1C","3,5",36,"S1C_36_3.5M","3",11,NA,"02",0,105597.139171849,860.1450380547,NA,NA
"1430","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",11,NA,"02",0,73568.4439753003,996.862384489164,NA,NA
"1431","S3_36_2M_3","3","2",36,"S3_36_2M","3",11,NA,"02",0,60496.230412665,113.928870833644,NA,NA
"1432","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",11,NA,"02",0,55249.9829443802,630.77302790678,NA,NA
"1433","S3_36_4M_3","3","4",36,"S3_36_4M","3",11,NA,"02",0,15912.6922711971,258.043658451844,NA,NA
"1434","S11_36_2M_3","11","2",36,"S11_36_2M","3",11,NA,"02",0,4883.91370648552,72.894234425157,NA,NA
"1435","S11_36_3.5M_3","11","3,5",36,"S11_36_3.5M","3",11,NA,"02",0,16298.2596591813,721.694154650096,NA,NA
"1436","S11_36_4M_3","11","4",36,"S11_36_4M","3",11,NA,"02",0,10877.3188389108,2008.61881760973,NA,NA
"1437","S13_36_2M_3","13","2",36,"S13_36_2M","3",11,NA,"02",0,221947.8518243,1315.37644305196,NA,NA
"1438","S13_36_3.5M_3","13","3,5",36,"S13_36_3.5M","3",11,NA,"02",0,97308.8171615421,411.627822172344,NA,NA
"1439","S13_36_4M_3","13","4",36,"S13_36_4M","3",11,NA,"02",0,60345.8349708109,364.827801417378,NA,NA
"1440","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",11,NA,"02",0,197196.801404909,484.683149520492,NA,NA
"1441","Mix_36_3.5M_3","mix","3,5",36,"Mix_36_3.5M","3",11,NA,"02",0,92634.002807642,702.363964000656,NA,NA
"1442","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",11,NA,"02",0,42208.8986682802,858.359566198448,NA,NA
"1443","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",11,NA,"02",0,332.367070552145,24.3195417477179,NA,NA
"1444","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",11,NA,"02",0,8.09929810684612,8.09929810684612,NA,NA
"1445","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",11,NA,"02",0,48.5957417084097,8.09929028473495,NA,NA
"1446","S1C_24_2M","1C","2",24,"pooled","pooled",11,NA,"02",0,211812.370227452,227.857274123802,NA,NA
"1447","S1C_24_4M","1C","4",24,"pooled","pooled",11,NA,"02",0,56621.5822900366,427.225177789003,NA,NA
"1448","S3_24_2M","3","2",24,"pooled","pooled",11,NA,"02",0,795948.345000812,379.767239744965,NA,NA
"1449","S3_24_4M","3","4",24,"pooled","pooled",11,NA,"02",0,62754.65305709,484.18891995221,NA,NA
"1450","S11_24_2M","11","2",24,"pooled","pooled",11,NA,"02",0,483542.943085902,455.725511654508,NA,NA
"1451","S11_24_4M","11","4",24,"pooled","pooled",11,NA,"02",0,52785.8815697062,265.828120580791,NA,NA
"1452","S13_24_2M","13","2",24,"pooled","pooled",11,NA,"02",0,592255.552172516,626.647458631198,NA,NA
"1453","S13_24_4M","13","4",24,"pooled","pooled",11,NA,"02",0,65546.0644729353,911.416026971031,NA,NA
"1454","Mix_24_2M","mix","2",24,"pooled","pooled",11,NA,"02",0,609209.423427024,541.181446294567,NA,NA
"1455","Mix_24_4M","mix","4",24,"pooled","pooled",11,NA,"02",0,79537.5448068336,742.234820212352,NA,NA
"1456","S1C_36_2M","1C","2",36,"pooled","pooled",11,NA,"02",0,102159.704837062,449.203904739322,NA,NA
"1457","S1C_36_3.5M","1C","3,5",36,"pooled","pooled",11,NA,"02",0,125016.381048211,753.500319407611,NA,NA
"1458","S1C_36_4M","1C","4",36,"pooled","pooled",11,NA,"02",0,78606.9275153864,1154.20539413065,NA,NA
"1459","S3_36_2M","3","2",36,"pooled","pooled",11,NA,"02",0,76831.4729228427,123.993206626978,NA,NA
"1460","S3_36_3.5M","3","3,5",36,"pooled","pooled",11,NA,"02",0,60410.884997993,907.931298275777,NA,NA
"1461","S3_36_4M","3","4",36,"pooled","pooled",11,NA,"02",0,15119.4763579634,468.302635961009,NA,NA
"1462","S11_36_2M","11","2",36,"pooled","pooled",11,NA,"02",0,4637.57914882559,33.7921345889542,NA,NA
"1463","S11_36_3.5M","11","3,5",36,"pooled","pooled",11,NA,"02",0,9265.18482490534,1731.48552884416,NA,NA
"1464","S11_36_4M","11","4",36,"pooled","pooled",11,NA,"02",0,8042.07691815301,2707.4980194689,NA,NA
"1465","S13_36_2M","13","2",36,"pooled","pooled",11,NA,"02",0,177479.528091653,1174.4597320338,NA,NA
"1466","S13_36_3.5M","13","3,5",36,"pooled","pooled",11,NA,"02",0,94817.3364798995,595.963499927279,NA,NA
"1467","S13_36_4M","13","4",36,"pooled","pooled",11,NA,"02",0,50904.070292085,605.799589676112,NA,NA
"1468","Mix_36_2M","mix","2",36,"pooled","pooled",11,NA,"02",0,164868.150788258,590.419258057443,NA,NA
"1469","Mix_36_3.5M","mix","3,5",36,"pooled","pooled",11,NA,"02",0,96718.1715251628,817.115969125084,NA,NA
"1470","Mix_36_4M","mix","4",36,"pooled","pooled",11,NA,"02",0,44241.7958066493,1251.39941142231,NA,NA
"1471","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",11,NA,"01",1,688257.165031782,3588.82646887951,NA,NA
"1472","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",11,NA,"01",1,492706.075089036,2392.4683685461,NA,NA
"1473","S3_24_2M_1","3","2",24,"S3_24_2M","1",11,NA,"01",1,946387.038660189,2278.73478082213,NA,NA
"1474","S3_24_4M_1","3","4",24,"S3_24_4M","1",11,NA,"01",1,563613.461738167,5810.44805915636,NA,NA
"1475","S11_24_2M_1","11","2",24,"S11_24_2M","1",11,NA,"01",1,903402.466369338,4387.95483665107,NA,NA
"1476","S11_24_4M_1","11","4",24,"S11_24_4M","1",11,NA,"01",1,376196.325662461,2307.07922309656,NA,NA
"1477","S13_24_2M_1","13","2",24,"S13_24_2M","1",11,NA,"01",1,838614.274327296,8119.48186517459,NA,NA
"1478","S13_24_4M_1","13","4",24,"S13_24_4M","1",11,NA,"01",1,358052.188228898,5611.03182571735,NA,NA
"1479","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",11,NA,"01",1,758900.176077208,5327.31457361154,NA,NA
"1480","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",11,NA,"01",1,415221.290860418,6095.30499685344,NA,NA
"1481","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",11,NA,"01",1,549438.051876707,6609.43835089681,NA,NA
"1482","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",11,NA,"01",1,463055.245845372,4500.10633802244,NA,NA
"1483","S3_24_2M_2","3","2",24,"S3_24_2M","2",11,NA,"01",1,1015221.81917484,1452.67697598105,NA,NA
"1484","S3_24_4M_2","3","4",24,"S3_24_4M","2",11,NA,"01",1,570870.382086638,5924.31469710226,NA,NA
"1485","S11_24_2M_2","11","2",24,"S11_24_2M","2",11,NA,"01",1,860303.494360926,4473.17928844727,NA,NA
"1486","S11_24_4M_2","11","4",24,"S11_24_4M","2",11,NA,"01",1,408693.423953698,2392.51847599907,NA,NA
"1487","S13_24_2M_2","13","2",24,"S13_24_2M","2",11,NA,"01",1,862026.837981623,6894.84713086835,NA,NA
"1488","S13_24_4M_2","13","4",24,"S13_24_4M","2",11,NA,"01",1,366511.459560055,5753.44380098936,NA,NA
"1489","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",11,NA,"01",1,761132.465729278,8262.64936218801,NA,NA
"1490","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",11,NA,"01",1,424440.195349242,4558.94015135645,NA,NA
"1491","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",11,NA,"01",1,607215.974219802,9087.15968174689,NA,NA
"1492","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",11,NA,"01",1,481233.371197202,4072.93868851799,NA,NA
"1493","S3_24_2M_3","3","2",24,"S3_24_2M","3",11,NA,"01",1,926464.040625813,4187.50465738076,NA,NA
"1494","S3_24_4M_3","3","4",24,"S3_24_4M","3",11,NA,"01",1,554646.783672939,6693.47271417556,NA,NA
"1495","S11_24_2M_3","11","2",24,"S11_24_2M","3",11,NA,"01",1,945851.95000476,3817.82520936918,NA,NA
"1496","S11_24_4M_3","11","4",24,"S11_24_4M","3",11,NA,"01",1,411254.275913577,2392.50357896949,NA,NA
"1497","S13_24_2M_3","13","2",24,"S13_24_2M","3",11,NA,"01",1,867717.192055957,8062.64455960324,NA,NA
"1498","S13_24_4M_3","13","4",24,"S13_24_4M","3",11,NA,"01",1,352410.878668129,4671.08899228749,NA,NA
"1499","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",11,NA,"01",1,786983.498491352,5755.21927069919,NA,NA
"1500","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",11,NA,"01",1,456013.122901588,4731.02145867467,NA,NA
"1501","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",11,NA,"01",1,2723.81279717356,28.6717136544585,NA,NA
"1502","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",11,NA,"01",1,28.67150126849,0,NA,NA
"1503","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",11,NA,"01",1,245133.998068941,28103.8041773002,NA,NA
"1504","S1C_36_3.5M_1","1C","3,5",36,"S1C_36_3.5M","1",11,NA,"01",1,467556.295049759,3813.39223901502,NA,NA
"1505","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",11,NA,"01",1,347766.893958358,7376.8735082076,NA,NA
"1506","S3_36_2M_1","3","2",36,"S3_36_2M","1",11,NA,"01",1,319531.328253987,7054.17811634935,NA,NA
"1507","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",11,NA,"01",1,229454.694089702,6750.34291202325,NA,NA
"1508","S3_36_4M_1","3","4",36,"S3_36_4M","1",11,NA,"01",1,103563.055881357,5591.02876435899,NA,NA
"1509","S11_36_2M_1","11","2",36,"S11_36_2M","1",11,NA,"01",1,45388.4865468918,1519.63978963062,NA,NA
"1510","S11_36_3.5M_1","11","3,5",36,"S11_36_3.5M","1",11,NA,"01",1,17805.7429356011,12386.6037812878,NA,NA
"1511","S11_36_4M_1","11","4",36,"S11_36_4M","1",11,NA,"01",1,15397.0874909745,16228.5875603195,NA,NA
"1512","S13_36_2M_1","13","2",36,"S13_36_2M","1",11,NA,"01",1,419972.238965072,17036.3661780546,NA,NA
"1513","S13_36_3.5M_1","13","3,5",36,"S13_36_3.5M","1",11,NA,"01",1,413530.787989987,7254.42305931679,NA,NA
"1514","S13_36_4M_1","13","4",36,"S13_36_4M","1",11,NA,"01",1,368560.698040519,7999.72263523454,NA,NA
"1515","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",11,NA,"01",1,333898.475408217,7805.49289837485,NA,NA
"1516","Mix_36_3.5M_1","mix","3,5",36,"Mix_36_3.5M","1",11,NA,"01",1,403685.158282913,7168.21433132526,NA,NA
"1517","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",11,NA,"01",1,289210.239382406,10111.250244313,NA,NA
"1518","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",11,NA,"01",1,242201.776677514,27493.7906709565,NA,NA
"1519","S1C_36_3.5M_2","1C","3,5",36,"S1C_36_3.5M","2",11,NA,"01",1,498107.737467965,4813.59833211837,NA,NA
"1520","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",11,NA,"01",1,382514.34497833,6393.87594109645,NA,NA
"1521","S3_36_2M_2","3","2",36,"S3_36_2M","2",11,NA,"01",1,382625.65246777,4673.85951380744,NA,NA
"1522","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",11,NA,"01",1,224961.598167564,7225.3788858305,NA,NA
"1523","S3_36_4M_2","3","4",36,"S3_36_4M","2",11,NA,"01",1,106918.282378659,4816.91376766285,NA,NA
"1524","S11_36_2M_2","11","2",36,"S11_36_2M","2",11,NA,"01",1,52892.1968312761,2278.60837183742,NA,NA
"1525","S11_36_3.5M_2","11","3,5",36,"S11_36_3.5M","2",11,NA,"01",1,21162.2398420937,18000.7208347284,NA,NA
"1526","S11_36_4M_2","11","4",36,"S11_36_4M","2",11,NA,"01",1,32800.8142270341,15167.5093759624,NA,NA
"1527","S13_36_2M_2","13","2",36,"S13_36_2M","2",11,NA,"01",1,454823.930652578,21712.5570202521,NA,NA
"1528","S13_36_3.5M_2","13","3,5",36,"S13_36_3.5M","2",11,NA,"01",1,448480.850472694,9261.51235232275,NA,NA
"1529","S13_36_4M_2","13","4",36,"S13_36_4M","2",11,NA,"01",1,373298.510504074,7063.78991339923,NA,NA
"1530","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",11,NA,"01",1,340310.820096658,10740.659621301,NA,NA
"1531","Mix_36_3.5M_2","mix","3,5",36,"Mix_36_3.5M","2",11,NA,"01",1,391531.213401652,9462.1237951333,NA,NA
"1532","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",11,NA,"01",1,283939.871227945,10709.3381063002,NA,NA
"1533","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",11,NA,"01",1,230023.757243984,23902.6421015237,NA,NA
"1534","S1C_36_3.5M_3","1C","3,5",36,"S1C_36_3.5M","3",11,NA,"01",1,462376.916355638,5562.51530280254,NA,NA
"1535","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",11,NA,"01",1,342813.718775295,6835.76707428306,NA,NA
"1536","S3_36_2M_3","3","2",36,"S3_36_2M","3",11,NA,"01",1,424024.845597078,2408.58040506861,NA,NA
"1537","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",11,NA,"01",1,227828.941832868,5963.80819295704,NA,NA
"1538","S3_36_4M_3","3","4",36,"S3_36_4M","3",11,NA,"01",1,105240.364729762,4585.57475547815,NA,NA
"1539","S11_36_2M_3","11","2",36,"S11_36_2M","3",11,NA,"01",1,62639.669292061,2013.25452801365,NA,NA
"1540","S11_36_3.5M_3","11","3,5",36,"S11_36_3.5M","3",11,NA,"01",1,44205.8936490449,4924.13038129701,NA,NA
"1541","S11_36_4M_3","11","4",36,"S11_36_4M","3",11,NA,"01",1,39687.9346710117,12145.2194447782,NA,NA
"1542","S13_36_2M_3","13","2",36,"S13_36_2M","3",11,NA,"01",1,478113.940428998,15885.6500742445,NA,NA
"1543","S13_36_3.5M_3","13","3,5",36,"S13_36_3.5M","3",11,NA,"01",1,475674.662891584,4443.37197391352,NA,NA
"1544","S13_36_4M_3","13","4",36,"S13_36_4M","3",11,NA,"01",1,311448.914206176,5960.01356920552,NA,NA
"1545","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",11,NA,"01",1,377340.683364756,4408.79148948512,NA,NA
"1546","Mix_36_3.5M_3","mix","3,5",36,"Mix_36_3.5M","3",11,NA,"01",1,383823.121218134,6695.68589839988,NA,NA
"1547","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",11,NA,"01",1,268341.076278711,9943.46873562419,NA,NA
"1548","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",11,NA,"01",1,48.5958277517018,8.09930462528364,NA,NA
"1549","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",11,NA,"01",1,145.787060861238,0,NA,NA
"1550","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",11,NA,"01",1,80.9927855159653,16.1985571031931,NA,NA
"1551","S1C_24_2M","1C","2",24,"pooled","pooled",11,NA,"01",1,614970.397042764,6428.47483384107,NA,NA
"1552","S1C_24_4M","1C","4",24,"pooled","pooled",11,NA,"01",1,478998.230710537,3655.17113169551,NA,NA
"1553","S3_24_2M","3","2",24,"pooled","pooled",11,NA,"01",1,962690.966153614,2639.63880472798,NA,NA
"1554","S3_24_4M","3","4",24,"pooled","pooled",11,NA,"01",1,563043.542499248,6142.74515681139,NA,NA
"1555","S11_24_2M","11","2",24,"pooled","pooled",11,NA,"01",1,903185.970245008,4226.31977815584,NA,NA
"1556","S11_24_4M","11","4",24,"pooled","pooled",11,NA,"01",1,398714.675176579,2364.03375935504,NA,NA
"1557","S13_24_2M","13","2",24,"pooled","pooled",11,NA,"01",1,856119.434788292,7692.32451854873,NA,NA
"1558","S13_24_4M","13","4",24,"pooled","pooled",11,NA,"01",1,358991.508819027,5345.1882063314,NA,NA
"1559","Mix_24_2M","mix","2",24,"pooled","pooled",11,NA,"01",1,769005.380099279,6448.39440216625,NA,NA
"1560","Mix_24_4M","mix","4",24,"pooled","pooled",11,NA,"01",1,431891.536370416,5128.42220229485,NA,NA
"1561","S1C_36_2M","1C","2",36,"pooled","pooled",11,NA,"01",1,239119.843996813,26500.0789832601,NA,NA
"1562","S1C_36_3.5M","1C","3,5",36,"pooled","pooled",11,NA,"01",1,476013.649624454,4729.83529131198,NA,NA
"1563","S1C_36_4M","1C","4",36,"pooled","pooled",11,NA,"01",1,357698.319237328,6868.8388411957,NA,NA
"1564","S3_36_2M","3","2",36,"pooled","pooled",11,NA,"01",1,375393.942106278,4712.2060117418,NA,NA
"1565","S3_36_3.5M","3","3,5",36,"pooled","pooled",11,NA,"01",1,227415.078030045,6646.50999693693,NA,NA
"1566","S3_36_4M","3","4",36,"pooled","pooled",11,NA,"01",1,105240.567663259,4997.83909583333,NA,NA
"1567","S11_36_2M","11","2",36,"pooled","pooled",11,NA,"01",1,53640.117556743,1937.16756316056,NA,NA
"1568","S11_36_3.5M","11","3,5",36,"pooled","pooled",11,NA,"01",1,27724.6254755799,11770.4849991044,NA,NA
"1569","S11_36_4M","11","4",36,"pooled","pooled",11,NA,"01",1,29295.2787963401,14513.77212702,NA,NA
"1570","S13_36_2M","13","2",36,"pooled","pooled",11,NA,"01",1,450970.036682216,18211.5244241837,NA,NA
"1571","S13_36_3.5M","13","3,5",36,"pooled","pooled",11,NA,"01",1,445895.433784755,6986.43579518435,NA,NA
"1572","S13_36_4M","13","4",36,"pooled","pooled",11,NA,"01",1,351102.70758359,7007.84203927976,NA,NA
"1573","Mix_36_2M","mix","2",36,"pooled","pooled",11,NA,"01",1,350516.65962321,7651.64800305366,NA,NA
"1574","Mix_36_3.5M","mix","3,5",36,"pooled","pooled",11,NA,"01",1,393013.1643009,7775.34134161948,NA,NA
"1575","Mix_36_4M","mix","4",36,"pooled","pooled",11,NA,"01",1,280497.062296354,10254.6856954125,NA,NA
"1576","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",14,NA,"03",0,49472.4640069873,0,NA,NA
"1577","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",14,NA,"03",0,18370.5000954097,28.4813954967592,NA,NA
"1578","S3_24_2M_1","3","2",24,"S3_24_2M","1",14,NA,"03",0,165792.92465719,0,NA,NA
"1579","S3_24_4M_1","3","4",24,"S3_24_4M","1",14,NA,"03",0,21617.4770712096,56.9630489359936,NA,NA
"1580","S11_24_2M_1","11","2",24,"S11_24_2M","1",14,NA,"03",0,113842.457578477,85.4459276295803,NA,NA
"1581","S11_24_4M_1","11","4",24,"S11_24_4M","1",14,NA,"03",0,9834.27450222545,57.3427084677869,NA,NA
"1582","S13_24_2M_1","13","2",24,"S13_24_2M","1",14,NA,"03",0,104701.343486193,113.929644707501,NA,NA
"1583","S13_24_4M_1","13","4",24,"S13_24_4M","1",14,NA,"03",0,19338.9332208279,28.4814922250779,NA,NA
"1584","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",14,NA,"03",0,110140.860568145,0,NA,NA
"1585","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",14,NA,"03",0,20933.8967854322,0,NA,NA
"1586","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",14,NA,"03",0,75733.3595144511,0,NA,NA
"1587","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",14,NA,"03",0,18342.0290820564,113.9256464724,NA,NA
"1588","S3_24_2M_2","3","2",24,"S3_24_2M","2",14,NA,"03",0,158614.238228329,56.9632746375757,NA,NA
"1589","S3_24_4M_2","3","4",24,"S3_24_4M","2",14,NA,"03",0,19082.5889894427,56.9629522072916,NA,NA
"1590","S11_24_2M_2","11","2",24,"S11_24_2M","2",14,NA,"03",0,110112.378318192,0,NA,NA
"1591","S11_24_4M_2","11","4",24,"S11_24_4M","2",14,NA,"03",0,5269.07904410772,56.9630166930564,NA,NA
"1592","S13_24_2M_2","13","2",24,"S13_24_2M","2",14,NA,"03",0,106611.234065793,113.931321470257,NA,NA
"1593","S13_24_4M_2","13","4",24,"S13_24_4M","2",14,NA,"03",0,19794.6034832813,113.925775443346,NA,NA
"1594","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",14,NA,"03",0,112676.163494148,28.4823466870951,NA,NA
"1595","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",14,NA,"03",0,23781.9921624483,142.407138697295,NA,NA
"1596","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",14,NA,"03",0,67360.0635910421,56.9641129733971,NA,NA
"1597","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",14,NA,"03",0,19123.7714803489,86.0139646792304,NA,NA
"1598","S3_24_2M_3","3","2",24,"S3_24_2M","3",14,NA,"03",0,145002.477884563,113.928483900658,NA,NA
